"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"11/07/2025 22:45:00 - 11/07/2025 23:00:00","BZN|DE-LU","Sequence Sequence 1","113.80","",""
"11/07/2025 22:45:00 - 11/07/2025 23:00:00","BZN|DE-LU","Sequence Sequence 2","98.85","",""
"11/07/2025 23:00:00 - 11/07/2025 23:15:00","BZN|DE-LU","Sequence Sequence 1","103.82","",""
"11/07/2025 23:00:00 - 11/07/2025 23:15:00","BZN|DE-LU","Sequence Sequence 2","122.60","",""
"11/07/2025 23:15:00 - 11/07/2025 23:30:00","BZN|DE-LU","Sequence Sequence 1","103.82","",""
"11/07/2025 23:15:00 - 11/07/2025 23:30:00","BZN|DE-LU","Sequence Sequence 2","102.46","",""
"11/07/2025 23:30:00 - 11/07/2025 23:45:00","BZN|DE-LU","Sequence Sequence 1","103.82","",""
"11/07/2025 23:30:00 - 11/07/2025 23:45:00","BZN|DE-LU","Sequence Sequence 2","93.20","",""
"11/07/2025 23:45:00 - 12/07/2025 00:00:00","BZN|DE-LU","Sequence Sequence 1","103.82","",""
"11/07/2025 23:45:00 - 12/07/2025 00:00:00","BZN|DE-LU","Sequence Sequence 2","83.30","",""
"12/07/2025 00:00:00 - 12/07/2025 00:15:00","BZN|DE-LU","Sequence Sequence 1","112.23","",""
"12/07/2025 00:00:00 - 12/07/2025 00:15:00","BZN|DE-LU","Sequence Sequence 2","113.10","",""
"12/07/2025 00:15:00 - 12/07/2025 00:30:00","BZN|DE-LU","Sequence Sequence 1","112.23","",""
"12/07/2025 00:15:00 - 12/07/2025 00:30:00","BZN|DE-LU","Sequence Sequence 2","106.50","",""
"12/07/2025 00:30:00 - 12/07/2025 00:45:00","BZN|DE-LU","Sequence Sequence 1","112.23","",""
"12/07/2025 00:30:00 - 12/07/2025 00:45:00","BZN|DE-LU","Sequence Sequence 2","96.44","",""
"12/07/2025 00:45:00 - 12/07/2025 01:00:00","BZN|DE-LU","Sequence Sequence 1","112.23","",""
"12/07/2025 00:45:00 - 12/07/2025 01:00:00","BZN|DE-LU","Sequence Sequence 2","91.00","",""
"12/07/2025 01:00:00 - 12/07/2025 01:15:00","BZN|DE-LU","Sequence Sequence 1","104.57","",""
"12/07/2025 01:00:00 - 12/07/2025 01:15:00","BZN|DE-LU","Sequence Sequence 2","99.90","",""
"12/07/2025 01:15:00 - 12/07/2025 01:30:00","BZN|DE-LU","Sequence Sequence 1","104.57","",""
"12/07/2025 01:15:00 - 12/07/2025 01:30:00","BZN|DE-LU","Sequence Sequence 2","100.90","",""
"12/07/2025 01:30:00 - 12/07/2025 01:45:00","BZN|DE-LU","Sequence Sequence 1","104.57","",""
"12/07/2025 01:30:00 - 12/07/2025 01:45:00","BZN|DE-LU","Sequence Sequence 2","93.60","",""
"12/07/2025 01:45:00 - 12/07/2025 02:00:00","BZN|DE-LU","Sequence Sequence 1","104.57","",""
"12/07/2025 01:45:00 - 12/07/2025 02:00:00","BZN|DE-LU","Sequence Sequence 2","88.40","",""
"12/07/2025 02:00:00 - 12/07/2025 02:15:00","BZN|DE-LU","Sequence Sequence 1","103.68","",""
"12/07/2025 02:00:00 - 12/07/2025 02:15:00","BZN|DE-LU","Sequence Sequence 2","91.20","",""
"12/07/2025 02:15:00 - 12/07/2025 02:30:00","BZN|DE-LU","Sequence Sequence 1","103.68","",""
"12/07/2025 02:15:00 - 12/07/2025 02:30:00","BZN|DE-LU","Sequence Sequence 2","94.43","",""
"12/07/2025 02:30:00 - 12/07/2025 02:45:00","BZN|DE-LU","Sequence Sequence 1","103.68","",""
"12/07/2025 02:30:00 - 12/07/2025 02:45:00","BZN|DE-LU","Sequence Sequence 2","93.07","",""
"12/07/2025 02:45:00 - 12/07/2025 03:00:00","BZN|DE-LU","Sequence Sequence 1","103.68","",""
"12/07/2025 02:45:00 - 12/07/2025 03:00:00","BZN|DE-LU","Sequence Sequence 2","92.30","",""
"12/07/2025 03:00:00 - 12/07/2025 03:15:00","BZN|DE-LU","Sequence Sequence 1","97.40","",""
"12/07/2025 03:00:00 - 12/07/2025 03:15:00","BZN|DE-LU","Sequence Sequence 2","100.80","",""
"12/07/2025 03:15:00 - 12/07/2025 03:30:00","BZN|DE-LU","Sequence Sequence 1","97.40","",""
"12/07/2025 03:15:00 - 12/07/2025 03:30:00","BZN|DE-LU","Sequence Sequence 2","92.00","",""
"12/07/2025 03:30:00 - 12/07/2025 03:45:00","BZN|DE-LU","Sequence Sequence 1","97.40","",""
"12/07/2025 03:30:00 - 12/07/2025 03:45:00","BZN|DE-LU","Sequence Sequence 2","93.13","",""
"12/07/2025 03:45:00 - 12/07/2025 04:00:00","BZN|DE-LU","Sequence Sequence 1","97.40","",""
"12/07/2025 03:45:00 - 12/07/2025 04:00:00","BZN|DE-LU","Sequence Sequence 2","83.60","",""
"12/07/2025 04:00:00 - 12/07/2025 04:15:00","BZN|DE-LU","Sequence Sequence 1","93.33","",""
"12/07/2025 04:00:00 - 12/07/2025 04:15:00","BZN|DE-LU","Sequence Sequence 2","91.60","",""
"12/07/2025 04:15:00 - 12/07/2025 04:30:00","BZN|DE-LU","Sequence Sequence 1","93.33","",""
"12/07/2025 04:15:00 - 12/07/2025 04:30:00","BZN|DE-LU","Sequence Sequence 2","89.10","",""
"12/07/2025 04:30:00 - 12/07/2025 04:45:00","BZN|DE-LU","Sequence Sequence 1","93.33","",""
"12/07/2025 04:30:00 - 12/07/2025 04:45:00","BZN|DE-LU","Sequence Sequence 2","91.05","",""
"12/07/2025 04:45:00 - 12/07/2025 05:00:00","BZN|DE-LU","Sequence Sequence 1","93.33","",""
"12/07/2025 04:45:00 - 12/07/2025 05:00:00","BZN|DE-LU","Sequence Sequence 2","87.60","",""
"12/07/2025 05:00:00 - 12/07/2025 05:15:00","BZN|DE-LU","Sequence Sequence 1","89.94","",""
"12/07/2025 05:00:00 - 12/07/2025 05:15:00","BZN|DE-LU","Sequence Sequence 2","102.18","",""
"12/07/2025 05:15:00 - 12/07/2025 05:30:00","BZN|DE-LU","Sequence Sequence 1","89.94","",""
"12/07/2025 05:15:00 - 12/07/2025 05:30:00","BZN|DE-LU","Sequence Sequence 2","84.70","",""
"12/07/2025 05:30:00 - 12/07/2025 05:45:00","BZN|DE-LU","Sequence Sequence 1","89.94","",""
"12/07/2025 05:30:00 - 12/07/2025 05:45:00","BZN|DE-LU","Sequence Sequence 2","87.00","",""
"12/07/2025 05:45:00 - 12/07/2025 06:00:00","BZN|DE-LU","Sequence Sequence 1","89.94","",""
"12/07/2025 05:45:00 - 12/07/2025 06:00:00","BZN|DE-LU","Sequence Sequence 2","88.40","",""
"12/07/2025 06:00:00 - 12/07/2025 06:15:00","BZN|DE-LU","Sequence Sequence 1","85.27","",""
"12/07/2025 06:00:00 - 12/07/2025 06:15:00","BZN|DE-LU","Sequence Sequence 2","109.95","",""
"12/07/2025 06:15:00 - 12/07/2025 06:30:00","BZN|DE-LU","Sequence Sequence 1","85.27","",""
"12/07/2025 06:15:00 - 12/07/2025 06:30:00","BZN|DE-LU","Sequence Sequence 2","84.76","",""
"12/07/2025 06:30:00 - 12/07/2025 06:45:00","BZN|DE-LU","Sequence Sequence 1","85.27","",""
"12/07/2025 06:30:00 - 12/07/2025 06:45:00","BZN|DE-LU","Sequence Sequence 2","78.70","",""
"12/07/2025 06:45:00 - 12/07/2025 07:00:00","BZN|DE-LU","Sequence Sequence 1","85.27","",""
"12/07/2025 06:45:00 - 12/07/2025 07:00:00","BZN|DE-LU","Sequence Sequence 2","71.30","",""
"12/07/2025 07:00:00 - 12/07/2025 07:15:00","BZN|DE-LU","Sequence Sequence 1","87.98","",""
"12/07/2025 07:00:00 - 12/07/2025 07:15:00","BZN|DE-LU","Sequence Sequence 2","117.11","",""
"12/07/2025 07:15:00 - 12/07/2025 07:30:00","BZN|DE-LU","Sequence Sequence 1","87.98","",""
"12/07/2025 07:15:00 - 12/07/2025 07:30:00","BZN|DE-LU","Sequence Sequence 2","94.92","",""
"12/07/2025 07:30:00 - 12/07/2025 07:45:00","BZN|DE-LU","Sequence Sequence 1","87.98","",""
"12/07/2025 07:30:00 - 12/07/2025 07:45:00","BZN|DE-LU","Sequence Sequence 2","76.10","",""
"12/07/2025 07:45:00 - 12/07/2025 08:00:00","BZN|DE-LU","Sequence Sequence 1","87.98","",""
"12/07/2025 07:45:00 - 12/07/2025 08:00:00","BZN|DE-LU","Sequence Sequence 2","66.70","",""
"12/07/2025 08:00:00 - 12/07/2025 08:15:00","BZN|DE-LU","Sequence Sequence 1","83.80","",""
"12/07/2025 08:00:00 - 12/07/2025 08:15:00","BZN|DE-LU","Sequence Sequence 2","129.14","",""
"12/07/2025 08:15:00 - 12/07/2025 08:30:00","BZN|DE-LU","Sequence Sequence 1","83.80","",""
"12/07/2025 08:15:00 - 12/07/2025 08:30:00","BZN|DE-LU","Sequence Sequence 2","84.97","",""
"12/07/2025 08:30:00 - 12/07/2025 08:45:00","BZN|DE-LU","Sequence Sequence 1","83.80","",""
"12/07/2025 08:30:00 - 12/07/2025 08:45:00","BZN|DE-LU","Sequence Sequence 2","59.80","",""
"12/07/2025 08:45:00 - 12/07/2025 09:00:00","BZN|DE-LU","Sequence Sequence 1","83.80","",""
"12/07/2025 08:45:00 - 12/07/2025 09:00:00","BZN|DE-LU","Sequence Sequence 2","35.10","",""
"12/07/2025 09:00:00 - 12/07/2025 09:15:00","BZN|DE-LU","Sequence Sequence 1","59.86","",""
"12/07/2025 09:00:00 - 12/07/2025 09:15:00","BZN|DE-LU","Sequence Sequence 2","86.27","",""
"12/07/2025 09:15:00 - 12/07/2025 09:30:00","BZN|DE-LU","Sequence Sequence 1","59.86","",""
"12/07/2025 09:15:00 - 12/07/2025 09:30:00","BZN|DE-LU","Sequence Sequence 2","59.70","",""
"12/07/2025 09:30:00 - 12/07/2025 09:45:00","BZN|DE-LU","Sequence Sequence 1","59.86","",""
"12/07/2025 09:30:00 - 12/07/2025 09:45:00","BZN|DE-LU","Sequence Sequence 2","48.20","",""
"12/07/2025 09:45:00 - 12/07/2025 10:00:00","BZN|DE-LU","Sequence Sequence 1","59.86","",""
"12/07/2025 09:45:00 - 12/07/2025 10:00:00","BZN|DE-LU","Sequence Sequence 2","22.00","",""
"12/07/2025 10:00:00 - 12/07/2025 10:15:00","BZN|DE-LU","Sequence Sequence 1","18.19","",""
"12/07/2025 10:00:00 - 12/07/2025 10:15:00","BZN|DE-LU","Sequence Sequence 2","48.10","",""
"12/07/2025 10:15:00 - 12/07/2025 10:30:00","BZN|DE-LU","Sequence Sequence 1","18.19","",""
"12/07/2025 10:15:00 - 12/07/2025 10:30:00","BZN|DE-LU","Sequence Sequence 2","25.19","",""
"12/07/2025 10:30:00 - 12/07/2025 10:45:00","BZN|DE-LU","Sequence Sequence 1","18.19","",""
"12/07/2025 10:30:00 - 12/07/2025 10:45:00","BZN|DE-LU","Sequence Sequence 2","12.31","",""
"12/07/2025 10:45:00 - 12/07/2025 11:00:00","BZN|DE-LU","Sequence Sequence 1","18.19","",""
"12/07/2025 10:45:00 - 12/07/2025 11:00:00","BZN|DE-LU","Sequence Sequence 2","11.10","",""
"12/07/2025 11:00:00 - 12/07/2025 11:15:00","BZN|DE-LU","Sequence Sequence 1","3.00","",""
"12/07/2025 11:00:00 - 12/07/2025 11:15:00","BZN|DE-LU","Sequence Sequence 2","22.83","",""
"12/07/2025 11:15:00 - 12/07/2025 11:30:00","BZN|DE-LU","Sequence Sequence 1","3.00","",""
"12/07/2025 11:15:00 - 12/07/2025 11:30:00","BZN|DE-LU","Sequence Sequence 2","5.09","",""
"12/07/2025 11:30:00 - 12/07/2025 11:45:00","BZN|DE-LU","Sequence Sequence 1","3.00","",""
"12/07/2025 11:30:00 - 12/07/2025 11:45:00","BZN|DE-LU","Sequence Sequence 2","8.20","",""
"12/07/2025 11:45:00 - 12/07/2025 12:00:00","BZN|DE-LU","Sequence Sequence 1","3.00","",""
"12/07/2025 11:45:00 - 12/07/2025 12:00:00","BZN|DE-LU","Sequence Sequence 2","-7.20","",""
"12/07/2025 12:00:00 - 12/07/2025 12:15:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 12:00:00 - 12/07/2025 12:15:00","BZN|DE-LU","Sequence Sequence 2","5.81","",""
"12/07/2025 12:15:00 - 12/07/2025 12:30:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 12:15:00 - 12/07/2025 12:30:00","BZN|DE-LU","Sequence Sequence 2","9.10","",""
"12/07/2025 12:30:00 - 12/07/2025 12:45:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 12:30:00 - 12/07/2025 12:45:00","BZN|DE-LU","Sequence Sequence 2","1.90","",""
"12/07/2025 12:45:00 - 12/07/2025 13:00:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 12:45:00 - 12/07/2025 13:00:00","BZN|DE-LU","Sequence Sequence 2","-10.00","",""
"12/07/2025 13:00:00 - 12/07/2025 13:15:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 13:00:00 - 12/07/2025 13:15:00","BZN|DE-LU","Sequence Sequence 2","15.30","",""
"12/07/2025 13:15:00 - 12/07/2025 13:30:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 13:15:00 - 12/07/2025 13:30:00","BZN|DE-LU","Sequence Sequence 2","4.40","",""
"12/07/2025 13:30:00 - 12/07/2025 13:45:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 13:30:00 - 12/07/2025 13:45:00","BZN|DE-LU","Sequence Sequence 2","-6.21","",""
"12/07/2025 13:45:00 - 12/07/2025 14:00:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 13:45:00 - 12/07/2025 14:00:00","BZN|DE-LU","Sequence Sequence 2","-10.00","",""
"12/07/2025 14:00:00 - 12/07/2025 14:15:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 14:00:00 - 12/07/2025 14:15:00","BZN|DE-LU","Sequence Sequence 2","-7.60","",""
"12/07/2025 14:15:00 - 12/07/2025 14:30:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 14:15:00 - 12/07/2025 14:30:00","BZN|DE-LU","Sequence Sequence 2","-3.90","",""
"12/07/2025 14:30:00 - 12/07/2025 14:45:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 14:30:00 - 12/07/2025 14:45:00","BZN|DE-LU","Sequence Sequence 2","2.00","",""
"12/07/2025 14:45:00 - 12/07/2025 15:00:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"12/07/2025 14:45:00 - 12/07/2025 15:00:00","BZN|DE-LU","Sequence Sequence 2","11.30","",""
"12/07/2025 15:00:00 - 12/07/2025 15:15:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 15:00:00 - 12/07/2025 15:15:00","BZN|DE-LU","Sequence Sequence 2","-15.51","",""
"12/07/2025 15:15:00 - 12/07/2025 15:30:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 15:15:00 - 12/07/2025 15:30:00","BZN|DE-LU","Sequence Sequence 2","-4.30","",""
"12/07/2025 15:30:00 - 12/07/2025 15:45:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 15:30:00 - 12/07/2025 15:45:00","BZN|DE-LU","Sequence Sequence 2","7.90","",""
"12/07/2025 15:45:00 - 12/07/2025 16:00:00","BZN|DE-LU","Sequence Sequence 1","0.22","",""
"12/07/2025 15:45:00 - 12/07/2025 16:00:00","BZN|DE-LU","Sequence Sequence 2","21.50","",""
"12/07/2025 16:00:00 - 12/07/2025 16:15:00","BZN|DE-LU","Sequence Sequence 1","19.73","",""
"12/07/2025 16:00:00 - 12/07/2025 16:15:00","BZN|DE-LU","Sequence Sequence 2","-9.40","",""
"12/07/2025 16:15:00 - 12/07/2025 16:30:00","BZN|DE-LU","Sequence Sequence 1","19.73","",""
"12/07/2025 16:15:00 - 12/07/2025 16:30:00","BZN|DE-LU","Sequence Sequence 2","7.70","",""
"12/07/2025 16:30:00 - 12/07/2025 16:45:00","BZN|DE-LU","Sequence Sequence 1","19.73","",""
"12/07/2025 16:30:00 - 12/07/2025 16:45:00","BZN|DE-LU","Sequence Sequence 2","20.60","",""
"12/07/2025 16:45:00 - 12/07/2025 17:00:00","BZN|DE-LU","Sequence Sequence 1","19.73","",""
"12/07/2025 16:45:00 - 12/07/2025 17:00:00","BZN|DE-LU","Sequence Sequence 2","35.87","",""
"12/07/2025 17:00:00 - 12/07/2025 17:15:00","BZN|DE-LU","Sequence Sequence 1","73.89","",""
"12/07/2025 17:00:00 - 12/07/2025 17:15:00","BZN|DE-LU","Sequence Sequence 2","15.80","",""
"12/07/2025 17:15:00 - 12/07/2025 17:30:00","BZN|DE-LU","Sequence Sequence 1","73.89","",""
"12/07/2025 17:15:00 - 12/07/2025 17:30:00","BZN|DE-LU","Sequence Sequence 2","30.09","",""
"12/07/2025 17:30:00 - 12/07/2025 17:45:00","BZN|DE-LU","Sequence Sequence 1","73.89","",""
"12/07/2025 17:30:00 - 12/07/2025 17:45:00","BZN|DE-LU","Sequence Sequence 2","58.90","",""
"12/07/2025 17:45:00 - 12/07/2025 18:00:00","BZN|DE-LU","Sequence Sequence 1","73.89","",""
"12/07/2025 17:45:00 - 12/07/2025 18:00:00","BZN|DE-LU","Sequence Sequence 2","93.67","",""
"12/07/2025 18:00:00 - 12/07/2025 18:15:00","BZN|DE-LU","Sequence Sequence 1","106.20","",""
"12/07/2025 18:00:00 - 12/07/2025 18:15:00","BZN|DE-LU","Sequence Sequence 2","35.08","",""
"12/07/2025 18:15:00 - 12/07/2025 18:30:00","BZN|DE-LU","Sequence Sequence 1","106.20","",""
"12/07/2025 18:15:00 - 12/07/2025 18:30:00","BZN|DE-LU","Sequence Sequence 2","69.80","",""
"12/07/2025 18:30:00 - 12/07/2025 18:45:00","BZN|DE-LU","Sequence Sequence 1","106.20","",""
"12/07/2025 18:30:00 - 12/07/2025 18:45:00","BZN|DE-LU","Sequence Sequence 2","109.92","",""
"12/07/2025 18:45:00 - 12/07/2025 19:00:00","BZN|DE-LU","Sequence Sequence 1","106.20","",""
"12/07/2025 18:45:00 - 12/07/2025 19:00:00","BZN|DE-LU","Sequence Sequence 2","136.35","",""
"12/07/2025 19:00:00 - 12/07/2025 19:15:00","BZN|DE-LU","Sequence Sequence 1","109.20","",""
"12/07/2025 19:00:00 - 12/07/2025 19:15:00","BZN|DE-LU","Sequence Sequence 2","56.08","",""
"12/07/2025 19:15:00 - 12/07/2025 19:30:00","BZN|DE-LU","Sequence Sequence 1","109.20","",""
"12/07/2025 19:15:00 - 12/07/2025 19:30:00","BZN|DE-LU","Sequence Sequence 2","87.70","",""
"12/07/2025 19:30:00 - 12/07/2025 19:45:00","BZN|DE-LU","Sequence Sequence 1","109.20","",""
"12/07/2025 19:30:00 - 12/07/2025 19:45:00","BZN|DE-LU","Sequence Sequence 2","104.70","",""
"12/07/2025 19:45:00 - 12/07/2025 20:00:00","BZN|DE-LU","Sequence Sequence 1","109.20","",""
"12/07/2025 19:45:00 - 12/07/2025 20:00:00","BZN|DE-LU","Sequence Sequence 2","142.80","",""
"12/07/2025 20:00:00 - 12/07/2025 20:15:00","BZN|DE-LU","Sequence Sequence 1","120.00","",""
"12/07/2025 20:00:00 - 12/07/2025 20:15:00","BZN|DE-LU","Sequence Sequence 2","99.30","",""
"12/07/2025 20:15:00 - 12/07/2025 20:30:00","BZN|DE-LU","Sequence Sequence 1","120.00","",""
"12/07/2025 20:15:00 - 12/07/2025 20:30:00","BZN|DE-LU","Sequence Sequence 2","107.90","",""
"12/07/2025 20:30:00 - 12/07/2025 20:45:00","BZN|DE-LU","Sequence Sequence 1","120.00","",""
"12/07/2025 20:30:00 - 12/07/2025 20:45:00","BZN|DE-LU","Sequence Sequence 2","118.00","",""
"12/07/2025 20:45:00 - 12/07/2025 21:00:00","BZN|DE-LU","Sequence Sequence 1","120.00","",""
"12/07/2025 20:45:00 - 12/07/2025 21:00:00","BZN|DE-LU","Sequence Sequence 2","126.30","",""
"12/07/2025 21:00:00 - 12/07/2025 21:15:00","BZN|DE-LU","Sequence Sequence 1","125.02","",""
"12/07/2025 21:00:00 - 12/07/2025 21:15:00","BZN|DE-LU","Sequence Sequence 2","132.30","",""
"12/07/2025 21:15:00 - 12/07/2025 21:30:00","BZN|DE-LU","Sequence Sequence 1","125.02","",""
"12/07/2025 21:15:00 - 12/07/2025 21:30:00","BZN|DE-LU","Sequence Sequence 2","125.50","",""
"12/07/2025 21:30:00 - 12/07/2025 21:45:00","BZN|DE-LU","Sequence Sequence 1","125.02","",""
"12/07/2025 21:30:00 - 12/07/2025 21:45:00","BZN|DE-LU","Sequence Sequence 2","107.89","",""
"12/07/2025 21:45:00 - 12/07/2025 22:00:00","BZN|DE-LU","Sequence Sequence 1","125.02","",""
"12/07/2025 21:45:00 - 12/07/2025 22:00:00","BZN|DE-LU","Sequence Sequence 2","106.70","",""
"12/07/2025 22:00:00 - 12/07/2025 22:15:00","BZN|DE-LU","Sequence Sequence 1","125.00","",""
"12/07/2025 22:00:00 - 12/07/2025 22:15:00","BZN|DE-LU","Sequence Sequence 2","121.30","",""
"12/07/2025 22:15:00 - 12/07/2025 22:30:00","BZN|DE-LU","Sequence Sequence 1","125.00","",""
"12/07/2025 22:15:00 - 12/07/2025 22:30:00","BZN|DE-LU","Sequence Sequence 2","114.98","",""
"12/07/2025 22:30:00 - 12/07/2025 22:45:00","BZN|DE-LU","Sequence Sequence 1","125.00","",""
"12/07/2025 22:30:00 - 12/07/2025 22:45:00","BZN|DE-LU","Sequence Sequence 2","110.30","",""
"12/07/2025 22:45:00 - 12/07/2025 23:00:00","BZN|DE-LU","Sequence Sequence 1","125.00","",""
"12/07/2025 22:45:00 - 12/07/2025 23:00:00","BZN|DE-LU","Sequence Sequence 2","103.10","",""
"12/07/2025 23:00:00 - 12/07/2025 23:15:00","BZN|DE-LU","Sequence Sequence 1","115.42","",""
"12/07/2025 23:00:00 - 12/07/2025 23:15:00","BZN|DE-LU","Sequence Sequence 2","111.40","",""
"12/07/2025 23:15:00 - 12/07/2025 23:30:00","BZN|DE-LU","Sequence Sequence 1","115.42","",""
"12/07/2025 23:15:00 - 12/07/2025 23:30:00","BZN|DE-LU","Sequence Sequence 2","104.50","",""
"12/07/2025 23:30:00 - 12/07/2025 23:45:00","BZN|DE-LU","Sequence Sequence 1","115.42","",""
"12/07/2025 23:30:00 - 12/07/2025 23:45:00","BZN|DE-LU","Sequence Sequence 2","102.05","",""
"12/07/2025 23:45:00 - 13/07/2025 00:00:00","BZN|DE-LU","Sequence Sequence 1","115.42","",""
"12/07/2025 23:45:00 - 13/07/2025 00:00:00","BZN|DE-LU","Sequence Sequence 2","102.30","",""
"13/07/2025 00:00:00 - 13/07/2025 00:15:00","BZN|DE-LU","Sequence Sequence 1","115.35","",""
"13/07/2025 00:00:00 - 13/07/2025 00:15:00","BZN|DE-LU","Sequence Sequence 2","108.80","",""
"13/07/2025 00:15:00 - 13/07/2025 00:30:00","BZN|DE-LU","Sequence Sequence 1","115.35","",""
"13/07/2025 00:15:00 - 13/07/2025 00:30:00","BZN|DE-LU","Sequence Sequence 2","104.10","",""
"13/07/2025 00:30:00 - 13/07/2025 00:45:00","BZN|DE-LU","Sequence Sequence 1","115.35","",""
"13/07/2025 00:30:00 - 13/07/2025 00:45:00","BZN|DE-LU","Sequence Sequence 2","95.40","",""
"13/07/2025 00:45:00 - 13/07/2025 01:00:00","BZN|DE-LU","Sequence Sequence 1","115.35","",""
"13/07/2025 00:45:00 - 13/07/2025 01:00:00","BZN|DE-LU","Sequence Sequence 2","102.12","",""
"13/07/2025 01:00:00 - 13/07/2025 01:15:00","BZN|DE-LU","Sequence Sequence 1","109.14","",""
"13/07/2025 01:00:00 - 13/07/2025 01:15:00","BZN|DE-LU","Sequence Sequence 2","104.70","",""
"13/07/2025 01:15:00 - 13/07/2025 01:30:00","BZN|DE-LU","Sequence Sequence 1","109.14","",""
"13/07/2025 01:15:00 - 13/07/2025 01:30:00","BZN|DE-LU","Sequence Sequence 2","99.60","",""
"13/07/2025 01:30:00 - 13/07/2025 01:45:00","BZN|DE-LU","Sequence Sequence 1","109.14","",""
"13/07/2025 01:30:00 - 13/07/2025 01:45:00","BZN|DE-LU","Sequence Sequence 2","95.30","",""
"13/07/2025 01:45:00 - 13/07/2025 02:00:00","BZN|DE-LU","Sequence Sequence 1","109.14","",""
"13/07/2025 01:45:00 - 13/07/2025 02:00:00","BZN|DE-LU","Sequence Sequence 2","97.71","",""
"13/07/2025 02:00:00 - 13/07/2025 02:15:00","BZN|DE-LU","Sequence Sequence 1","108.42","",""
"13/07/2025 02:00:00 - 13/07/2025 02:15:00","BZN|DE-LU","Sequence Sequence 2","108.01","",""
"13/07/2025 02:15:00 - 13/07/2025 02:30:00","BZN|DE-LU","Sequence Sequence 1","108.42","",""
"13/07/2025 02:15:00 - 13/07/2025 02:30:00","BZN|DE-LU","Sequence Sequence 2","94.00","",""
"13/07/2025 02:30:00 - 13/07/2025 02:45:00","BZN|DE-LU","Sequence Sequence 1","108.42","",""
"13/07/2025 02:30:00 - 13/07/2025 02:45:00","BZN|DE-LU","Sequence Sequence 2","92.60","",""
"13/07/2025 02:45:00 - 13/07/2025 03:00:00","BZN|DE-LU","Sequence Sequence 1","108.42","",""
"13/07/2025 02:45:00 - 13/07/2025 03:00:00","BZN|DE-LU","Sequence Sequence 2","90.60","",""
"13/07/2025 03:00:00 - 13/07/2025 03:15:00","BZN|DE-LU","Sequence Sequence 1","107.35","",""
"13/07/2025 03:00:00 - 13/07/2025 03:15:00","BZN|DE-LU","Sequence Sequence 2","94.70","",""
"13/07/2025 03:15:00 - 13/07/2025 03:30:00","BZN|DE-LU","Sequence Sequence 1","107.35","",""
"13/07/2025 03:15:00 - 13/07/2025 03:30:00","BZN|DE-LU","Sequence Sequence 2","90.60","",""
"13/07/2025 03:30:00 - 13/07/2025 03:45:00","BZN|DE-LU","Sequence Sequence 1","107.35","",""
"13/07/2025 03:30:00 - 13/07/2025 03:45:00","BZN|DE-LU","Sequence Sequence 2","106.82","",""
"13/07/2025 03:45:00 - 13/07/2025 04:00:00","BZN|DE-LU","Sequence Sequence 1","107.35","",""
"13/07/2025 03:45:00 - 13/07/2025 04:00:00","BZN|DE-LU","Sequence Sequence 2","88.10","",""
"13/07/2025 04:00:00 - 13/07/2025 04:15:00","BZN|DE-LU","Sequence Sequence 1","104.64","",""
"13/07/2025 04:00:00 - 13/07/2025 04:15:00","BZN|DE-LU","Sequence Sequence 2","89.20","",""
"13/07/2025 04:15:00 - 13/07/2025 04:30:00","BZN|DE-LU","Sequence Sequence 1","104.64","",""
"13/07/2025 04:15:00 - 13/07/2025 04:30:00","BZN|DE-LU","Sequence Sequence 2","88.50","",""
"13/07/2025 04:30:00 - 13/07/2025 04:45:00","BZN|DE-LU","Sequence Sequence 1","104.64","",""
"13/07/2025 04:30:00 - 13/07/2025 04:45:00","BZN|DE-LU","Sequence Sequence 2","112.13","",""
"13/07/2025 04:45:00 - 13/07/2025 05:00:00","BZN|DE-LU","Sequence Sequence 1","104.64","",""
"13/07/2025 04:45:00 - 13/07/2025 05:00:00","BZN|DE-LU","Sequence Sequence 2","91.60","",""
"13/07/2025 05:00:00 - 13/07/2025 05:15:00","BZN|DE-LU","Sequence Sequence 1","100.85","",""
"13/07/2025 05:00:00 - 13/07/2025 05:15:00","BZN|DE-LU","Sequence Sequence 2","111.00","",""
